id,recommendation_name,category,sub_category,provider_scope,source_provider,recommendation_type,priority,end_user_value,implementation_complexity,primary_metrics,baseline_thresholds,lookback_window,native_or_saas_data_source,third_party_saas_options,product_catalog_dependency,compatibility_group,onboarding_to_engine,basic_engine_support,notes_and_guardrails
BR-0412,"Completion token overrun (AWS, strict)",AI,Tokens,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,ModelRoute,P1,High,Low,completion_tokens;max_tokens;stop_sequence_present,p95_completion_tokens<40% max_tokens AND no stop sequence; strict mode adds 20% safety headroom,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,LiteLLM;Portkey;Helicone,output token rates,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set route-specific max_tokens; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0413,"Completion token overrun (Azure, standard)",AI,Tokens,Azure,Azure Advisor / Azure Monitor / Cost Management,ModelRoute,P1,High,Low,completion_tokens;max_tokens;stop_sequence_present,p95_completion_tokens<40% max_tokens AND no stop sequence,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,LiteLLM;Portkey;Helicone,output token rates,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set route-specific max_tokens; baseline threshold as listed
BR-0414,"Completion token overrun (Azure, strict)",AI,Tokens,Azure,Azure Advisor / Azure Monitor / Cost Management,ModelRoute,P1,High,Low,completion_tokens;max_tokens;stop_sequence_present,p95_completion_tokens<40% max_tokens AND no stop sequence; strict mode adds 20% safety headroom,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,LiteLLM;Portkey;Helicone,output token rates,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set route-specific max_tokens; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0415,"Completion token overrun (GCP, standard)",AI,Tokens,GCP,Google Cloud Recommender / Monitoring / Billing Export,ModelRoute,P1,High,Low,completion_tokens;max_tokens;stop_sequence_present,p95_completion_tokens<40% max_tokens AND no stop sequence,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,LiteLLM;Portkey;Helicone,output token rates,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set route-specific max_tokens; baseline threshold as listed
BR-0416,"Completion token overrun (GCP, strict)",AI,Tokens,GCP,Google Cloud Recommender / Monitoring / Billing Export,ModelRoute,P1,High,Low,completion_tokens;max_tokens;stop_sequence_present,p95_completion_tokens<40% max_tokens AND no stop sequence; strict mode adds 20% safety headroom,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,LiteLLM;Portkey;Helicone,output token rates,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set route-specific max_tokens; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0417,"Completion token overrun (SaaS, standard)",AI,Tokens,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,ModelRoute,P1,High,Low,completion_tokens;max_tokens;stop_sequence_present,p95_completion_tokens<40% max_tokens AND no stop sequence,7d,SaaS REST APIs; exports; webhooks; collectors,LiteLLM;Portkey;Helicone,output token rates,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set route-specific max_tokens; baseline threshold as listed
BR-0418,"Completion token overrun (SaaS, strict)",AI,Tokens,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,ModelRoute,P1,High,Low,completion_tokens;max_tokens;stop_sequence_present,p95_completion_tokens<40% max_tokens AND no stop sequence; strict mode adds 20% safety headroom,7d,SaaS REST APIs; exports; webhooks; collectors,LiteLLM;Portkey;Helicone,output token rates,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set route-specific max_tokens; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0419,"Completion token overrun (FinOps, standard)",AI,Tokens,FinOps,FinOps Basic Provider Registry + Signal Catalog,ModelRoute,P1,High,Low,completion_tokens;max_tokens;stop_sequence_present,p95_completion_tokens<40% max_tokens AND no stop sequence,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,LiteLLM;Portkey;Helicone,output token rates,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set route-specific max_tokens; baseline threshold as listed
BR-0420,"Completion token overrun (FinOps, strict)",AI,Tokens,FinOps,FinOps Basic Provider Registry + Signal Catalog,ModelRoute,P1,High,Low,completion_tokens;max_tokens;stop_sequence_present,p95_completion_tokens<40% max_tokens AND no stop sequence; strict mode adds 20% safety headroom,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,LiteLLM;Portkey;Helicone,output token rates,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set route-specific max_tokens; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0421,"Context window bloat (AWS, standard)",AI,Context,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,ModelRoute,P0,High,Medium,total_tokens;retrieved_chunk_count;chunk_relevance_score,chunks>8 OR avg_relevance<0.55,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,LangSmith;Cohere Rerank;LlamaIndex,input token rates,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Reduce chunks/relevance threshold; baseline threshold as listed
BR-0422,"Context window bloat (AWS, strict)",AI,Context,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,ModelRoute,P0,High,Medium,total_tokens;retrieved_chunk_count;chunk_relevance_score,chunks>8 OR avg_relevance<0.55; strict mode adds 20% safety headroom,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,LangSmith;Cohere Rerank;LlamaIndex,input token rates,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Reduce chunks/relevance threshold; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0423,"Context window bloat (Azure, standard)",AI,Context,Azure,Azure Advisor / Azure Monitor / Cost Management,ModelRoute,P0,High,Medium,total_tokens;retrieved_chunk_count;chunk_relevance_score,chunks>8 OR avg_relevance<0.55,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,LangSmith;Cohere Rerank;LlamaIndex,input token rates,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Reduce chunks/relevance threshold; baseline threshold as listed
BR-0424,"Context window bloat (Azure, strict)",AI,Context,Azure,Azure Advisor / Azure Monitor / Cost Management,ModelRoute,P0,High,Medium,total_tokens;retrieved_chunk_count;chunk_relevance_score,chunks>8 OR avg_relevance<0.55; strict mode adds 20% safety headroom,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,LangSmith;Cohere Rerank;LlamaIndex,input token rates,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Reduce chunks/relevance threshold; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0425,"Context window bloat (GCP, standard)",AI,Context,GCP,Google Cloud Recommender / Monitoring / Billing Export,ModelRoute,P0,High,Medium,total_tokens;retrieved_chunk_count;chunk_relevance_score,chunks>8 OR avg_relevance<0.55,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,LangSmith;Cohere Rerank;LlamaIndex,input token rates,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Reduce chunks/relevance threshold; baseline threshold as listed
BR-0426,"Context window bloat (GCP, strict)",AI,Context,GCP,Google Cloud Recommender / Monitoring / Billing Export,ModelRoute,P0,High,Medium,total_tokens;retrieved_chunk_count;chunk_relevance_score,chunks>8 OR avg_relevance<0.55; strict mode adds 20% safety headroom,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,LangSmith;Cohere Rerank;LlamaIndex,input token rates,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Reduce chunks/relevance threshold; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0427,"Context window bloat (SaaS, standard)",AI,Context,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,ModelRoute,P0,High,Medium,total_tokens;retrieved_chunk_count;chunk_relevance_score,chunks>8 OR avg_relevance<0.55,7d,SaaS REST APIs; exports; webhooks; collectors,LangSmith;Cohere Rerank;LlamaIndex,input token rates,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Reduce chunks/relevance threshold; baseline threshold as listed
BR-0428,"Context window bloat (SaaS, strict)",AI,Context,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,ModelRoute,P0,High,Medium,total_tokens;retrieved_chunk_count;chunk_relevance_score,chunks>8 OR avg_relevance<0.55; strict mode adds 20% safety headroom,7d,SaaS REST APIs; exports; webhooks; collectors,LangSmith;Cohere Rerank;LlamaIndex,input token rates,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Reduce chunks/relevance threshold; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0429,"Context window bloat (FinOps, standard)",AI,Context,FinOps,FinOps Basic Provider Registry + Signal Catalog,ModelRoute,P0,High,Medium,total_tokens;retrieved_chunk_count;chunk_relevance_score,chunks>8 OR avg_relevance<0.55,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,LangSmith;Cohere Rerank;LlamaIndex,input token rates,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Reduce chunks/relevance threshold; baseline threshold as listed
BR-0430,"Context window bloat (FinOps, strict)",AI,Context,FinOps,FinOps Basic Provider Registry + Signal Catalog,ModelRoute,P0,High,Medium,total_tokens;retrieved_chunk_count;chunk_relevance_score,chunks>8 OR avg_relevance<0.55; strict mode adds 20% safety headroom,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,LangSmith;Cohere Rerank;LlamaIndex,input token rates,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Reduce chunks/relevance threshold; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0431,"Embedding duplicate calls (AWS, standard)",AI,Embeddings,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,DeleteOrphan,P0,High,Medium,embedding_calls;cache_hit_pct;document_hash_repeat_pct,cache_hit<70% AND repeated_hash>20%,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,LiteLLM;Redis;Pinecone,embedding token rates,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Hash cache and incremental embedding; baseline threshold as listed
BR-0432,"Embedding duplicate calls (AWS, strict)",AI,Embeddings,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,DeleteOrphan,P0,High,Medium,embedding_calls;cache_hit_pct;document_hash_repeat_pct,cache_hit<70% AND repeated_hash>20%; strict mode adds 20% safety headroom,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,LiteLLM;Redis;Pinecone,embedding token rates,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Hash cache and incremental embedding; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0433,"Embedding duplicate calls (Azure, standard)",AI,Embeddings,Azure,Azure Advisor / Azure Monitor / Cost Management,DeleteOrphan,P0,High,Medium,embedding_calls;cache_hit_pct;document_hash_repeat_pct,cache_hit<70% AND repeated_hash>20%,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,LiteLLM;Redis;Pinecone,embedding token rates,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Hash cache and incremental embedding; baseline threshold as listed
BR-0434,"Embedding duplicate calls (Azure, strict)",AI,Embeddings,Azure,Azure Advisor / Azure Monitor / Cost Management,DeleteOrphan,P0,High,Medium,embedding_calls;cache_hit_pct;document_hash_repeat_pct,cache_hit<70% AND repeated_hash>20%; strict mode adds 20% safety headroom,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,LiteLLM;Redis;Pinecone,embedding token rates,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Hash cache and incremental embedding; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0435,"Embedding duplicate calls (GCP, standard)",AI,Embeddings,GCP,Google Cloud Recommender / Monitoring / Billing Export,DeleteOrphan,P0,High,Medium,embedding_calls;cache_hit_pct;document_hash_repeat_pct,cache_hit<70% AND repeated_hash>20%,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,LiteLLM;Redis;Pinecone,embedding token rates,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Hash cache and incremental embedding; baseline threshold as listed
BR-0436,"Embedding duplicate calls (GCP, strict)",AI,Embeddings,GCP,Google Cloud Recommender / Monitoring / Billing Export,DeleteOrphan,P0,High,Medium,embedding_calls;cache_hit_pct;document_hash_repeat_pct,cache_hit<70% AND repeated_hash>20%; strict mode adds 20% safety headroom,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,LiteLLM;Redis;Pinecone,embedding token rates,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Hash cache and incremental embedding; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0437,"Embedding duplicate calls (SaaS, standard)",AI,Embeddings,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,DeleteOrphan,P0,High,Medium,embedding_calls;cache_hit_pct;document_hash_repeat_pct,cache_hit<70% AND repeated_hash>20%,7d,SaaS REST APIs; exports; webhooks; collectors,LiteLLM;Redis;Pinecone,embedding token rates,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Hash cache and incremental embedding; baseline threshold as listed
BR-0438,"Embedding duplicate calls (SaaS, strict)",AI,Embeddings,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,DeleteOrphan,P0,High,Medium,embedding_calls;cache_hit_pct;document_hash_repeat_pct,cache_hit<70% AND repeated_hash>20%; strict mode adds 20% safety headroom,7d,SaaS REST APIs; exports; webhooks; collectors,LiteLLM;Redis;Pinecone,embedding token rates,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Hash cache and incremental embedding; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0439,"Embedding duplicate calls (FinOps, standard)",AI,Embeddings,FinOps,FinOps Basic Provider Registry + Signal Catalog,DeleteOrphan,P0,High,Medium,embedding_calls;cache_hit_pct;document_hash_repeat_pct,cache_hit<70% AND repeated_hash>20%,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,LiteLLM;Redis;Pinecone,embedding token rates,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Hash cache and incremental embedding; baseline threshold as listed
BR-0440,"Embedding duplicate calls (FinOps, strict)",AI,Embeddings,FinOps,FinOps Basic Provider Registry + Signal Catalog,DeleteOrphan,P0,High,Medium,embedding_calls;cache_hit_pct;document_hash_repeat_pct,cache_hit<70% AND repeated_hash>20%; strict mode adds 20% safety headroom,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,LiteLLM;Redis;Pinecone,embedding token rates,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Hash cache and incremental embedding; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0441,"Agent loop token waste (AWS, standard)",AI,Agents,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SchedulePause,P0,Very High,Medium,agent_steps;tool_error_rate;session_token_cost,p95_steps>12 OR tool_error_rate>15%,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,LangSmith;Portkey;LangGraph,token cost per session,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set max iterations and tool validation; baseline threshold as listed
BR-0442,"Agent loop token waste (AWS, strict)",AI,Agents,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SchedulePause,P0,Very High,Medium,agent_steps;tool_error_rate;session_token_cost,p95_steps>12 OR tool_error_rate>15%; strict mode adds 20% safety headroom,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,LangSmith;Portkey;LangGraph,token cost per session,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set max iterations and tool validation; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0443,"Agent loop token waste (Azure, standard)",AI,Agents,Azure,Azure Advisor / Azure Monitor / Cost Management,SchedulePause,P0,Very High,Medium,agent_steps;tool_error_rate;session_token_cost,p95_steps>12 OR tool_error_rate>15%,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,LangSmith;Portkey;LangGraph,token cost per session,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set max iterations and tool validation; baseline threshold as listed
BR-0444,"Agent loop token waste (Azure, strict)",AI,Agents,Azure,Azure Advisor / Azure Monitor / Cost Management,SchedulePause,P0,Very High,Medium,agent_steps;tool_error_rate;session_token_cost,p95_steps>12 OR tool_error_rate>15%; strict mode adds 20% safety headroom,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,LangSmith;Portkey;LangGraph,token cost per session,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set max iterations and tool validation; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0445,"Agent loop token waste (GCP, standard)",AI,Agents,GCP,Google Cloud Recommender / Monitoring / Billing Export,SchedulePause,P0,Very High,Medium,agent_steps;tool_error_rate;session_token_cost,p95_steps>12 OR tool_error_rate>15%,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,LangSmith;Portkey;LangGraph,token cost per session,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set max iterations and tool validation; baseline threshold as listed
BR-0446,"Agent loop token waste (GCP, strict)",AI,Agents,GCP,Google Cloud Recommender / Monitoring / Billing Export,SchedulePause,P0,Very High,Medium,agent_steps;tool_error_rate;session_token_cost,p95_steps>12 OR tool_error_rate>15%; strict mode adds 20% safety headroom,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,LangSmith;Portkey;LangGraph,token cost per session,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set max iterations and tool validation; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0447,"Agent loop token waste (SaaS, standard)",AI,Agents,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,SchedulePause,P0,Very High,Medium,agent_steps;tool_error_rate;session_token_cost,p95_steps>12 OR tool_error_rate>15%,7d,SaaS REST APIs; exports; webhooks; collectors,LangSmith;Portkey;LangGraph,token cost per session,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set max iterations and tool validation; baseline threshold as listed
BR-0448,"Agent loop token waste (SaaS, strict)",AI,Agents,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,SchedulePause,P0,Very High,Medium,agent_steps;tool_error_rate;session_token_cost,p95_steps>12 OR tool_error_rate>15%; strict mode adds 20% safety headroom,7d,SaaS REST APIs; exports; webhooks; collectors,LangSmith;Portkey;LangGraph,token cost per session,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set max iterations and tool validation; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0449,"Agent loop token waste (FinOps, standard)",AI,Agents,FinOps,FinOps Basic Provider Registry + Signal Catalog,SchedulePause,P0,Very High,Medium,agent_steps;tool_error_rate;session_token_cost,p95_steps>12 OR tool_error_rate>15%,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,LangSmith;Portkey;LangGraph,token cost per session,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set max iterations and tool validation; baseline threshold as listed
BR-0450,"Agent loop token waste (FinOps, strict)",AI,Agents,FinOps,FinOps Basic Provider Registry + Signal Catalog,SchedulePause,P0,Very High,Medium,agent_steps;tool_error_rate;session_token_cost,p95_steps>12 OR tool_error_rate>15%; strict mode adds 20% safety headroom,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,LangSmith;Portkey;LangGraph,token cost per session,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Set max iterations and tool validation; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0451,"Frontier model overuse (AWS, standard)",AI,Model Routing,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,ModelRoute,P0,Very High,High,model_name;request_complexity_score;quality_delta,frontier_model_pct>80% AND simple_query_pct>50%,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,RouteLLM;LiteLLM;Martian;Portkey,model input/output rates,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Rule routes by label/score; no trace fusion; baseline threshold as listed
BR-0452,"Frontier model overuse (AWS, strict)",AI,Model Routing,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,ModelRoute,P0,Very High,High,model_name;request_complexity_score;quality_delta,frontier_model_pct>80% AND simple_query_pct>50%; strict mode adds 20% safety headroom,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,RouteLLM;LiteLLM;Martian;Portkey,model input/output rates,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Rule routes by label/score; no trace fusion; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0453,"Frontier model overuse (Azure, standard)",AI,Model Routing,Azure,Azure Advisor / Azure Monitor / Cost Management,ModelRoute,P0,Very High,High,model_name;request_complexity_score;quality_delta,frontier_model_pct>80% AND simple_query_pct>50%,14d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,RouteLLM;LiteLLM;Martian;Portkey,model input/output rates,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Rule routes by label/score; no trace fusion; baseline threshold as listed
BR-0454,"Frontier model overuse (Azure, strict)",AI,Model Routing,Azure,Azure Advisor / Azure Monitor / Cost Management,ModelRoute,P0,Very High,High,model_name;request_complexity_score;quality_delta,frontier_model_pct>80% AND simple_query_pct>50%; strict mode adds 20% safety headroom,14d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,RouteLLM;LiteLLM;Martian;Portkey,model input/output rates,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Rule routes by label/score; no trace fusion; prod-safe threshold: require +20% stronger evidence and owner approval
