id,recommendation_name,category,sub_category,provider_scope,source_provider,recommendation_type,priority,end_user_value,implementation_complexity,primary_metrics,baseline_thresholds,lookback_window,native_or_saas_data_source,third_party_saas_options,product_catalog_dependency,compatibility_group,onboarding_to_engine,basic_engine_support,notes_and_guardrails,recommendation_definition,expected_benefits,configurator_showcase,advisory_source,advisory_id,advisory_layer
BR-0917,"Evaluation Pipeline Cost (SaaS, standard)",AI,GPU,SaaS,Datadog / Kubecost / OpenCost / LiteLLM / LangSmith / Portkey / CloudHealth / Densify,SchedulePause,P1,High,Medium,Eval run frequency + GPU-hours per suite; LLM-as-judge token cost per eval sample; Cost per quality signal (eval cost ÷ meaningful decisions),Tiered evals (cheap heuristic to LLM-judge only when ambiguous); eval on representative sample,14d,SaaS REST APIs; exports; webhooks; collectors; OpenTelemetry; Prometheus,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,GPU-hour rate; judge token rate; eval sample volume,compute.gpu.same-accelerator-architecture,API token + account/project/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"GPU + token cost of running automated model evals, benchmarks, and quality regression tests.",Tiered evals (cheap heuristic to LLM-judge only when ambiguous); eval on representative sample,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-042,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0918,"Evaluation Pipeline Cost (SaaS, strict)",AI,GPU,SaaS,Datadog / Kubecost / OpenCost / LiteLLM / LangSmith / Portkey / CloudHealth / Densify,SchedulePause,P1,High,Medium,Eval run frequency + GPU-hours per suite; LLM-as-judge token cost per eval sample; Cost per quality signal (eval cost ÷ meaningful decisions),Tiered evals (cheap heuristic to LLM-judge only when ambiguous); eval on representative sample; strict mode requires 20% stronger evidence and owner approval,14d,SaaS REST APIs; exports; webhooks; collectors; OpenTelemetry; Prometheus,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,GPU-hour rate; judge token rate; eval sample volume,compute.gpu.same-accelerator-architecture,API token + account/project/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,"GPU + token cost of running automated model evals, benchmarks, and quality regression tests.",Tiered evals (cheap heuristic to LLM-judge only when ambiguous); eval on representative sample,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-042,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0919,"Evaluation Pipeline Cost (FinOps, standard)",AI,GPU,FinOps,FinOps Signal Catalog + Product Catalog + CostVars advisory framework,SchedulePause,P1,High,Medium,Eval run frequency + GPU-hours per suite; LLM-as-judge token cost per eval sample; Cost per quality signal (eval cost ÷ meaningful decisions),Tiered evals (cheap heuristic to LLM-judge only when ambiguous); eval on representative sample,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,GPU-hour rate; judge token rate; eval sample volume,compute.gpu.same-accelerator-architecture,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"GPU + token cost of running automated model evals, benchmarks, and quality regression tests.",Tiered evals (cheap heuristic to LLM-judge only when ambiguous); eval on representative sample,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-042,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0920,"Evaluation Pipeline Cost (FinOps, strict)",AI,GPU,FinOps,FinOps Signal Catalog + Product Catalog + CostVars advisory framework,SchedulePause,P1,High,Medium,Eval run frequency + GPU-hours per suite; LLM-as-judge token cost per eval sample; Cost per quality signal (eval cost ÷ meaningful decisions),Tiered evals (cheap heuristic to LLM-judge only when ambiguous); eval on representative sample; strict mode requires 20% stronger evidence and owner approval,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,GPU-hour rate; judge token rate; eval sample volume,compute.gpu.same-accelerator-architecture,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,"GPU + token cost of running automated model evals, benchmarks, and quality regression tests.",Tiered evals (cheap heuristic to LLM-judge only when ambiguous); eval on representative sample,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-042,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0921,"Shadow Model Traffic Cost (AWS, standard)",AI,Model Routing,AWS,AWS Cost Optimization Hub / Trusted Advisor / Compute Optimizer / CloudWatch / CUR,SchedulePause,P1,High,Medium,Shadow traffic % vs statistical power requirement; Shadow model GPU cost vs production model GPU cost; Time to significance per experiment,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,14d,CloudWatch; Compute Optimizer; Cost Optimization Hub; Trusted Advisor; CUR; Pricing API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,shadow model rate; sample percentage; statistical power target,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer/Cost Optimization Hub read access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,Cost of running a shadow model in parallel for A/B testing - often over-sampled beyond statistical need.,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-043,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0922,"Shadow Model Traffic Cost (AWS, strict)",AI,Model Routing,AWS,AWS Cost Optimization Hub / Trusted Advisor / Compute Optimizer / CloudWatch / CUR,SchedulePause,P1,High,Medium,Shadow traffic % vs statistical power requirement; Shadow model GPU cost vs production model GPU cost; Time to significance per experiment,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached; strict mode requires 20% stronger evidence and owner approval,14d,CloudWatch; Compute Optimizer; Cost Optimization Hub; Trusted Advisor; CUR; Pricing API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,shadow model rate; sample percentage; statistical power target,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer/Cost Optimization Hub read access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,Cost of running a shadow model in parallel for A/B testing - often over-sampled beyond statistical need.,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-043,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0923,"Shadow Model Traffic Cost (Azure, standard)",AI,Model Routing,Azure,Azure Advisor / Azure Monitor / Cost Management / Resource Graph,SchedulePause,P1,High,Medium,Shadow traffic % vs statistical power requirement; Shadow model GPU cost vs production model GPU cost; Time to significance per experiment,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,14d,Azure Advisor; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,shadow model rate; sample percentage; statistical power target,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,Cost of running a shadow model in parallel for A/B testing - often over-sampled beyond statistical need.,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-043,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0924,"Shadow Model Traffic Cost (Azure, strict)",AI,Model Routing,Azure,Azure Advisor / Azure Monitor / Cost Management / Resource Graph,SchedulePause,P1,High,Medium,Shadow traffic % vs statistical power requirement; Shadow model GPU cost vs production model GPU cost; Time to significance per experiment,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached; strict mode requires 20% stronger evidence and owner approval,14d,Azure Advisor; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,shadow model rate; sample percentage; statistical power target,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,Cost of running a shadow model in parallel for A/B testing - often over-sampled beyond statistical need.,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-043,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0925,"Shadow Model Traffic Cost (GCP, standard)",AI,Model Routing,GCP,Google Cloud Recommender / Cloud Monitoring / Billing Export / Asset Inventory,SchedulePause,P1,High,Medium,Shadow traffic % vs statistical power requirement; Shadow model GPU cost vs production model GPU cost; Time to significance per experiment,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,shadow model rate; sample percentage; statistical power target,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,Cost of running a shadow model in parallel for A/B testing - often over-sampled beyond statistical need.,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-043,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0926,"Shadow Model Traffic Cost (GCP, strict)",AI,Model Routing,GCP,Google Cloud Recommender / Cloud Monitoring / Billing Export / Asset Inventory,SchedulePause,P1,High,Medium,Shadow traffic % vs statistical power requirement; Shadow model GPU cost vs production model GPU cost; Time to significance per experiment,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached; strict mode requires 20% stronger evidence and owner approval,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,shadow model rate; sample percentage; statistical power target,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,Cost of running a shadow model in parallel for A/B testing - often over-sampled beyond statistical need.,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-043,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0927,"Shadow Model Traffic Cost (SaaS, standard)",AI,Model Routing,SaaS,Datadog / Kubecost / OpenCost / LiteLLM / LangSmith / Portkey / CloudHealth / Densify,SchedulePause,P1,High,Medium,Shadow traffic % vs statistical power requirement; Shadow model GPU cost vs production model GPU cost; Time to significance per experiment,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,14d,SaaS REST APIs; exports; webhooks; collectors; OpenTelemetry; Prometheus,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,shadow model rate; sample percentage; statistical power target,ai.model.same-modality-context-window-and-slo-tier,API token + account/project/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,Cost of running a shadow model in parallel for A/B testing - often over-sampled beyond statistical need.,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-043,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0928,"Shadow Model Traffic Cost (SaaS, strict)",AI,Model Routing,SaaS,Datadog / Kubecost / OpenCost / LiteLLM / LangSmith / Portkey / CloudHealth / Densify,SchedulePause,P1,High,Medium,Shadow traffic % vs statistical power requirement; Shadow model GPU cost vs production model GPU cost; Time to significance per experiment,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached; strict mode requires 20% stronger evidence and owner approval,14d,SaaS REST APIs; exports; webhooks; collectors; OpenTelemetry; Prometheus,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,shadow model rate; sample percentage; statistical power target,ai.model.same-modality-context-window-and-slo-tier,API token + account/project/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,Cost of running a shadow model in parallel for A/B testing - often over-sampled beyond statistical need.,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-043,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0929,"Shadow Model Traffic Cost (FinOps, standard)",AI,Model Routing,FinOps,FinOps Signal Catalog + Product Catalog + CostVars advisory framework,SchedulePause,P1,High,Medium,Shadow traffic % vs statistical power requirement; Shadow model GPU cost vs production model GPU cost; Time to significance per experiment,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,shadow model rate; sample percentage; statistical power target,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,Cost of running a shadow model in parallel for A/B testing - often over-sampled beyond statistical need.,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-043,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0930,"Shadow Model Traffic Cost (FinOps, strict)",AI,Model Routing,FinOps,FinOps Signal Catalog + Product Catalog + CostVars advisory framework,SchedulePause,P1,High,Medium,Shadow traffic % vs statistical power requirement; Shadow model GPU cost vs production model GPU cost; Time to significance per experiment,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached; strict mode requires 20% stronger evidence and owner approval,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,shadow model rate; sample percentage; statistical power target,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,Cost of running a shadow model in parallel for A/B testing - often over-sampled beyond statistical need.,Shadow at 5-10% sample; auto-stop experiment when statistical significance reached,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-043,Layer 7 - Application Layer - RAG pipelines · DB query stalls · API latency · Guardrails · Evals · Warm pools · Shadow models
BR-0931,"Stopped VM attached disk spend (AWS, standard)",Storage,Block,AWS,AWS Cost Optimization Hub / Trusted Advisor / Compute Optimizer / CloudWatch / CUR,DeleteOrphan,P0,Very High,Low,billing_cost; utilization_pct; resource_age_days; request_or_usage_volume,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.",14d,CloudWatch; Compute Optimizer; Cost Optimization Hub; Trusted Advisor; CUR; Pricing API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,disk GB-month rate; attachment state; stopped VM age,storage.block.same-volume-performance-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer/Cost Optimization Hub read access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,Identifies disks that continue to accrue cost while their parent VM is stopped or deallocated for long periods.,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.","Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps global catalog review,GLOBAL-001,Global provider-native coverage
BR-0932,"Stopped VM attached disk spend (AWS, strict)",Storage,Block,AWS,AWS Cost Optimization Hub / Trusted Advisor / Compute Optimizer / CloudWatch / CUR,DeleteOrphan,P0,Very High,Low,billing_cost; utilization_pct; resource_age_days; request_or_usage_volume,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.; strict mode requires 20% stronger evidence and owner approval",14d,CloudWatch; Compute Optimizer; Cost Optimization Hub; Trusted Advisor; CUR; Pricing API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,disk GB-month rate; attachment state; stopped VM age,storage.block.same-volume-performance-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer/Cost Optimization Hub read access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,Identifies disks that continue to accrue cost while their parent VM is stopped or deallocated for long periods.,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.","Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps global catalog review,GLOBAL-001,Global provider-native coverage
BR-0933,"Stopped VM attached disk spend (Azure, standard)",Storage,Block,Azure,Azure Advisor / Azure Monitor / Cost Management / Resource Graph,DeleteOrphan,P0,Very High,Low,billing_cost; utilization_pct; resource_age_days; request_or_usage_volume,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.",14d,Azure Advisor; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,disk GB-month rate; attachment state; stopped VM age,storage.block.same-volume-performance-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,Identifies disks that continue to accrue cost while their parent VM is stopped or deallocated for long periods.,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.","Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps global catalog review,GLOBAL-001,Global provider-native coverage
BR-0934,"Stopped VM attached disk spend (Azure, strict)",Storage,Block,Azure,Azure Advisor / Azure Monitor / Cost Management / Resource Graph,DeleteOrphan,P0,Very High,Low,billing_cost; utilization_pct; resource_age_days; request_or_usage_volume,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.; strict mode requires 20% stronger evidence and owner approval",14d,Azure Advisor; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,disk GB-month rate; attachment state; stopped VM age,storage.block.same-volume-performance-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,Identifies disks that continue to accrue cost while their parent VM is stopped or deallocated for long periods.,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.","Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps global catalog review,GLOBAL-001,Global provider-native coverage
BR-0935,"Stopped VM attached disk spend (GCP, standard)",Storage,Block,GCP,Google Cloud Recommender / Cloud Monitoring / Billing Export / Asset Inventory,DeleteOrphan,P0,Very High,Low,billing_cost; utilization_pct; resource_age_days; request_or_usage_volume,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.",14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,disk GB-month rate; attachment state; stopped VM age,storage.block.same-volume-performance-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,Identifies disks that continue to accrue cost while their parent VM is stopped or deallocated for long periods.,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.","Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps global catalog review,GLOBAL-001,Global provider-native coverage
BR-0936,"Stopped VM attached disk spend (GCP, strict)",Storage,Block,GCP,Google Cloud Recommender / Cloud Monitoring / Billing Export / Asset Inventory,DeleteOrphan,P0,Very High,Low,billing_cost; utilization_pct; resource_age_days; request_or_usage_volume,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.; strict mode requires 20% stronger evidence and owner approval",14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,disk GB-month rate; attachment state; stopped VM age,storage.block.same-volume-performance-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,Identifies disks that continue to accrue cost while their parent VM is stopped or deallocated for long periods.,"Stops hidden storage leakage from dormant compute environments and gives owners a delete, snapshot, or reattach decision.","Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps global catalog review,GLOBAL-001,Global provider-native coverage
